TrackID,Predictor
199932_2924,0
199932_131954,0
199932_68360,0
199932_119027,1
199932_284320,1
199932_104542,1
199920_247578,0
199920_106344,0
199920_138590,0
199920_77933,1
199920_237580,1
199920_144100,1
199936_216902,0
199936_71574,0
199936_12969,0
199936_89110,1
199936_245276,1
199936_32596,1
199934_222840,0
199934_18198,0
199934_37960,0
199934_44222,1
199934_250816,1
199934_170214,1
199931_140334,0
199931_242657,0
199931_122518,0
199931_90442,1
199931_161183,1
199931_149874,1
199939_165847,0
199939_12922,0
199939_223859,0
199939_171700,1
199939_111062,1
199939_245574,1
199937_270004,0
199937_95326,0
199937_171735,0
199937_20538,1
199937_163166,1
199937_151964,1
199944_118642,0
199944_181496,0
199944_166911,0
199944_67182,1
199944_281157,1
199944_18733,1
199954_277674,0
199954_144640,0
199954_92599,0
199954_75676,1
199954_85063,1
199954_44782,1
199949_187117,0
199949_73710,0
199949_48583,0
199949_157403,1
199949_157478,1
199949_262177,1
199941_220067,0
199941_92843,0
199941_261128,0
199941_135759,1
199941_191060,1
199941_45668,1
199947_99698,0
199947_196040,0
199947_107099,0
199947_19388,1
199947_52853,1
199947_163568,1
199958_248267,0
199958_37057,0
199958_202112,0
199958_43391,1
199958_7740,1
199958_263828,1
199961_203948,0
199961_44094,0
199961_17790,0
199961_85844,1
199961_12010,1
199961_72011,1
199973_172907,0
199973_39447,0
199973_143588,0
199973_257449,1
199973_9810,1
199973_204267,1
199963_214979,0
199963_2843,0
199963_222425,0
199963_183159,1
199963_132003,1
199963_202739,1
199955_152820,0
199955_267631,0
199955_224104,0
199955_111277,1
199955_99223,1
199955_264558,1
199962_39602,0
199962_39799,0
199962_14689,0
199962_250006,1
199962_38287,1
199962_63433,1
199974_73886,0
199974_295907,0
199974_70203,0
199974_282197,1
199974_286329,1
199974_10628,1
199966_17907,0
199966_156103,0
199966_85844,0
199966_4310,1
199966_94498,1
199966_6173,1
199976_125958,0
199976_116957,0
199976_188301,0
199976_88123,1
199976_63855,1
199976_138333,1
199977_211659,0
199977_61827,0
199977_12127,0
199977_153742,1
199977_293108,1
199977_281844,1
199981_244686,0
199981_142675,0
199981_206026,0
199981_260780,1
199981_154382,1
199981_190154,1
199982_120535,0
199982_114059,0
199982_79550,0
199982_189306,1
199982_220973,1
199982_183431,1
199984_66754,0
199984_135194,0
199984_254703,0
199984_268182,1
199984_199756,1
199984_197751,1
199989_145221,0
199989_133167,0
199989_70738,0
199989_48244,1
199989_184197,1
199989_174481,1
199983_163720,0
199983_240746,0
199983_6330,0
199983_4102,1
199983_47483,1
199983_245818,1
199991_108560,0
199991_152985,0
199991_200612,0
199991_18684,1
199991_32651,1
199991_247852,1
199996_58813,0
199996_237168,0
199996_75564,0
199996_44110,1
199996_61539,1
199996_154321,1
199997_5791,0
199997_215013,0
199997_233951,0
199997_37154,1
199997_12756,1
199997_210679,1
200000_275159,0
200000_28885,0
200000_156098,0
200000_61924,1
200000_245668,1
200000_66741,1
200015_238871,0
200015_288583,0
200015_231629,0
200015_232699,1
200015_291248,1
200015_42375,1
200017_214205,0
200017_250952,0
200017_248372,0
200017_69801,1
200017_237086,1
200017_172315,1
200020_177509,0
200020_102918,0
200020_254344,0
200020_21102,1
200020_35714,1
200020_160977,1
200024_38735,0
200024_202088,0
200024_256187,0
200024_65495,1
200024_142844,1
200024_206527,1
200008_46876,0
200008_141686,0
200008_104154,0
200008_256560,1
200008_67905,1
200008_1139,1
200022_251839,0
200022_69145,0
200022_52131,0
200022_78599,1
200022_201326,1
200022_14434,1
200031_130183,0
200031_198762,0
200031_227283,0
200031_30877,1
200031_8244,1
200031_34503,1
200032_218377,0
200032_110262,0
200032_18681,0
200032_138493,1
200032_64167,1
200032_22820,1
200033_115430,0
200033_280510,0
200033_154323,0
200033_246110,1
200033_238637,1
200033_81561,1
200034_59870,0
200034_193705,0
200034_258228,0
200034_289146,1
200034_57481,1
200034_216403,1
200042_155158,0
200042_174226,0
200042_97838,0
200042_110558,1
200042_160629,1
200042_52853,1
200011_34204,0
200011_12596,0
200011_185400,0
200011_9135,1
200011_206993,1
200011_120099,1
200045_206449,0
200045_278533,0
200045_5114,0
200045_192445,1
200045_172949,1
200045_36514,1
200049_140281,0
200049_68473,0
200049_110918,0
200049_262523,1
200049_146264,1
200049_63340,1
200053_224601,0
200053_248056,0
200053_266936,0
200053_275356,1
200053_266176,1
200053_236876,1
200039_64855,0
200039_9222,0
200039_33786,0
200039_158950,1
200039_129597,1
200039_93820,1
200054_196987,0
200054_258428,0
200054_155798,0
200054_153172,1
200054_241475,1
200054_198197,1
200044_276970,0
200044_144465,0
200044_237953,0
200044_273540,1
200044_65494,1
200044_237561,1
200046_153923,0
200046_234917,0
200046_82066,0
200046_232322,1
200046_7858,1
200046_106788,1
200055_233815,0
200055_59101,0
200055_175557,0
200055_134398,1
200055_56695,1
200055_52198,1
200061_126448,0
200061_165136,0
200061_137432,0
200061_87277,1
200061_96084,1
200061_79655,1
200062_409,0
200062_34583,0
200062_267994,0
200062_274169,1
200062_282197,1
200062_120246,1
200065_227397,0
200065_179571,0
200065_119451,0
200065_196286,1
200065_243829,1
200065_26875,1
200067_50554,0
200067_243032,0
200067_10177,0
200067_174122,1
200067_131043,1
200067_238616,1
200063_197591,0
200063_237564,0
200063_39137,0
200063_279986,1
200063_1779,1
200063_65494,1
200066_133542,0
200066_281136,0
200066_247413,0
200066_214595,1
200066_252312,1
200066_163568,1
200069_218715,0
200069_8669,0
200069_248957,0
200069_131703,1
200069_125825,1
200069_10794,1
200070_271459,0
200070_124239,0
200070_191512,0
200070_219295,1
200070_39252,1
200070_104207,1
200074_210679,0
200074_269977,0
200074_289311,0
200074_142078,1
200074_276467,1
200074_38502,1
200072_63433,0
200072_128068,0
200072_272622,0
200072_101141,1
200072_36641,1
200072_29894,1
200077_98279,0
200077_51632,0
200077_127917,0
200077_112017,1
200077_179993,1
200077_142715,1
200081_207829,0
200081_10062,0
200081_164949,0
200081_30624,1
200081_193711,1
200081_73524,1
200073_30193,0
200073_28167,0
200073_175274,0
200073_260816,1
200073_52063,1
200073_277867,1
200083_147920,0
200083_106736,0
200083_76639,0
200083_38933,1
200083_66989,1
200083_126581,1
200084_216153,0
200084_232515,0
200084_14869,0
200084_56551,1
200084_292483,1
200084_93839,1
200071_233170,0
200071_286617,0
200071_151553,0
200071_226251,1
200071_110406,1
200071_291135,1
200085_284406,0
200085_134106,0
200085_172871,0
200085_49158,1
200085_32503,1
200085_138809,1
200096_16581,0
200096_218442,0
200096_188471,0
200096_130934,1
200096_68144,1
200096_45935,1
200098_278582,0
200098_243829,0
200098_278152,0
200098_285456,1
200098_289558,1
200098_21220,1
200099_41892,0
200099_173182,0
200099_85375,0
200099_159970,1
200099_276334,1
200099_239473,1
200100_143734,0
200100_10628,0
200100_173495,0
200100_29345,1
200100_274810,1
200100_37816,1
200101_156642,0
200101_239984,0
200101_203386,0
200101_251902,1
200101_228077,1
200101_103861,1
200105_20968,0
200105_150250,0
200105_152229,0
200105_179956,1
200105_85659,1
200105_157843,1
200104_282514,0
200104_112280,0
200104_191718,0
200104_99178,1
200104_1066,1
200104_38453,1
200112_24444,0
200112_107026,0
200112_100877,0
200112_182869,1
200112_71923,1
200112_255284,1
200106_84948,0
200106_67182,0
200106_181408,0
200106_67509,1
200106_72517,1
200106_152491,1
200116_149496,0
200116_288583,0
200116_80138,0
200116_126940,1
200116_272638,1
200116_106102,1
200117_29256,0
200117_118407,0
200117_159641,0
200117_221371,1
200117_111183,1
200117_215325,1
200118_153923,0
200118_243335,0
200118_240379,0
200118_284107,1
200118_63358,1
200118_77125,1
200127_180109,0
200127_159548,0
200127_70524,0
200127_10453,1
200127_115656,1
200127_150618,1
200138_66946,0
200138_293300,0
200138_190567,0
200138_151866,1
200138_189306,1
200138_201191,1
200128_141637,0
200128_285837,0
200128_62961,0
200128_129803,1
200128_105251,1
200128_208113,1
200124_284066,0
200124_112595,0
200124_162126,0
200124_78157,1
200124_158428,1
200124_280405,1
200126_141773,0
200126_263539,0
200126_157702,0
200126_57701,1
200126_174788,1
200126_157784,1
200143_51859,0
200143_187136,0
200143_273031,0
200143_8486,1
200143_216914,1
200143_131171,1
200141_178659,0
200141_47420,0
200141_201191,0
200141_250273,1
200141_120563,1
200141_229894,1
200140_2578,0
200140_283715,0
200140_214979,0
200140_210549,1
200140_158633,1
200140_159580,1
200148_72771,0
200148_40651,0
200148_144472,0
200148_159549,1
200148_138863,1
200148_16367,1
200145_59168,0
200145_232758,0
200145_255196,0
200145_164892,1
200145_168855,1
200145_89740,1
200151_33126,0
200151_78176,0
200151_23938,0
200151_170506,1
200151_213415,1
200151_177409,1
200152_20736,0
200152_255924,0
200152_193934,0
200152_210372,1
200152_187117,1
200152_225472,1
200155_134877,0
200155_113416,0
200155_14995,0
200155_4359,1
200155_257449,1
200155_160843,1
200156_94893,0
200156_201706,0
200156_249323,0
200156_270454,1
200156_70945,1
200156_133594,1
200159_26075,0
200159_211335,0
200159_206537,0
200159_279176,1
200159_238869,1
200159_274931,1
200160_231680,0
200160_293195,0
200160_191762,0
200160_103933,1
200160_173982,1
200160_111151,1
200158_275149,0
200158_128066,0
200158_146448,0
200158_286433,1
200158_177585,1
200158_214871,1
200162_227617,0
200162_131352,0
200162_211864,0
200162_204679,1
200162_57671,1
200162_171714,1
200163_31440,0
200163_90370,0
200163_5852,0
200163_216055,1
200163_82698,1
200163_113841,1
200165_235981,0
200165_244256,0
200165_54084,0
200165_118861,1
200165_46922,1
200165_226077,1
200166_249972,0
200166_282686,0
200166_49989,0
200166_58283,1
200166_152465,1
200166_193878,1
200168_121501,0
200168_75322,0
200168_33106,0
200168_226576,1
200168_40055,1
200168_170773,1
200173_288329,0
200173_255190,0
200173_153297,0
200173_293022,1
200173_232699,1
200173_118642,1
200176_213238,0
200176_141029,0
200176_74079,0
200176_216094,1
200176_135745,1
200176_213072,1
200174_281141,0
200174_137908,0
200174_87687,0
200174_96153,1
200174_94893,1
200174_106183,1
200179_203607,0
200179_13,0
200179_145146,0
200179_59296,1
200179_75833,1
200179_131564,1
200182_145607,0
200182_198544,0
200182_121002,0
200182_274874,1
200182_295485,1
200182_219744,1
200186_141772,0
200186_185363,0
200186_291044,0
200186_56317,1
200186_205730,1
200186_69847,1
200191_225926,0
200191_165227,0
200191_129085,0
200191_41301,1
200191_156250,1
200191_216514,1
200195_177409,0
200195_41833,0
200195_155580,0
200195_95871,1
200195_5791,1
200195_255065,1
200198_50020,0
200198_181457,0
200198_207050,0
200198_291338,1
200198_8244,1
200198_73557,1
200193_129391,0
200193_230030,0
200193_284157,0
200193_238779,1
200193_292109,1
200193_154493,1
200205_88636,0
200205_14498,0
200205_262177,0
200205_143817,1
200205_259375,1
200205_211280,1
200207_24705,0
200207_9277,0
200207_122157,0
200207_279879,1
200207_135181,1
200207_162591,1
200209_57187,0
200209_109024,0
200209_239551,0
200209_255270,1
200209_175144,1
200209_238389,1
200212_166,0
200212_228469,0
200212_138112,0
200212_193003,1
200212_195566,1
200212_80339,1
200154_56423,0
200154_183027,0
200154_14467,0
200154_46390,1
200154_152033,1
200154_255924,1
200203_208948,0
200203_175306,0
200203_3800,0
200203_151596,1
200203_271107,1
200203_1618,1
200213_18749,0
200213_10877,0
200213_79224,0
200213_183527,1
200213_223164,1
200213_194256,1
200216_49426,0
200216_180231,0
200216_190549,0
200216_108120,1
200216_52700,1
200216_157492,1
200217_222878,0
200217_210305,0
200217_245382,0
200217_221725,1
200217_176480,1
200217_46242,1
200223_87330,0
200223_189751,0
200223_45171,0
200223_21780,1
200223_48871,1
200223_158155,1
200224_110276,0
200224_204859,0
200224_216698,0
200224_268606,1
200224_228063,1
200224_73335,1
200229_205329,0
200229_98915,0
200229_151596,0
200229_48961,1
200229_122251,1
200229_92035,1
200232_169756,0
200232_225018,0
200232_93820,0
200232_97179,1
200232_88231,1
200232_31731,1
200234_71455,0
200234_243325,0
200234_219182,0
200234_35632,1
200234_193350,1
200234_52617,1
200240_125944,0
200240_165847,0
200240_253028,0
200240_189540,1
200240_204533,1
200240_167292,1
200237_6675,0
200237_18289,0
200237_176102,0
200237_16164,1
200237_242779,1
200237_170773,1
200236_27608,0
200236_92169,0
200236_44744,0
200236_255647,1
200236_92180,1
200236_14141,1
200241_134945,0
200241_188867,0
200241_178429,0
200241_125642,1
200241_66685,1
200241_174498,1
200242_264028,0
200242_202042,0
200242_59317,0
200242_142905,1
200242_269792,1
200242_184307,1
200250_73557,0
200250_52063,0
200250_278136,0
200250_54690,1
200250_258828,1
200250_291128,1
200243_263280,0
200243_285007,0
200243_159305,0
200243_239829,1
200243_140645,1
200243_13495,1
200251_149318,0
200251_23559,0
200251_186248,0
200251_279481,1
200251_19780,1
200251_90712,1
200257_167873,0
200257_23103,0
200257_165215,0
200257_161009,1
200257_201147,1
200257_261450,1
200258_24997,0
200258_198880,0
200258_211753,0
200258_191995,1
200258_26097,1
200258_76685,1
200256_189544,0
200256_136899,0
200256_278106,0
200256_253277,1
200256_58360,1
200256_90712,1
200263_143401,0
200263_88446,0
200263_132785,0
200263_207212,1
200263_127818,1
200263_208284,1
200266_7188,0
200266_244768,0
200266_184758,0
200266_107703,1
200266_266739,1
200266_73557,1
200269_19214,0
200269_265654,0
200269_238868,0
200269_67156,1
200269_289111,1
200269_2538,1
200270_127941,0
200270_145667,0
200270_139707,0
200270_231225,1
200270_44963,1
200270_147382,1
200278_224135,0
200278_114082,0
200278_261879,0
200278_271418,1
200278_180999,1
200278_108762,1
200273_252928,0
200273_265292,0
200273_200633,0
200273_32392,1
200273_55412,1
200273_270469,1
200279_58919,0
200279_72878,0
200279_207704,0
200279_109024,1
200279_178208,1
200279_48282,1
200280_17790,0
200280_208389,0
200280_290787,0
200280_2018,1
200280_247065,1
200280_235263,1
200288_163853,0
200288_139745,0
200288_55618,0
200288_1385,1
200288_55862,1
200288_278854,1
200296_254251,0
200296_222836,0
200296_238658,0
200296_137780,1
200296_198893,1
200296_141970,1
200298_155798,0
200298_243646,0
200298_217090,0
200298_108120,1
200298_216962,1
200298_204836,1
200302_102547,0
200302_285463,0
200302_106094,0
200302_167345,1
200302_22809,1
200302_134510,1
200293_94355,0
200293_268991,0
200293_281849,0
200293_277641,1
200293_120535,1
200293_100055,1
200303_201781,0
200303_10615,0
200303_113595,0
200303_6727,1
200303_278149,1
200303_138706,1
